"id","amount","length","frequency","grade"
8850,250000,18,"Mensual","F"
8851,250000,6,"Mensual","E"
8852,225000,18,"Mensual","E"
8853,55000,18,"Catorcenal","F"
8854,50000,18,"Mensual","E"
8855,115000,18,"Catorcenal","B"
8856,1e+05,12,"Mensual","E"
8857,210000,18,"Mensual","D"
8858,120000,18,"Semanal","E"
8859,70000,18,"Mensual","D"
8860,185000,12,"Mensual","B"
8861,175000,6,"Mensual","D"
8862,115000,12,"Semanal","F"
8863,65000,6,"Catorcenal","A"
8864,150000,18,"Semanal","B"
8865,55000,18,"Catorcenal","B"
8866,120000,18,"Mensual","D"
8867,70000,12,"Mensual","E"
8868,140000,6,"Mensual","D"
8869,185000,6,"Mensual","B"
8870,190000,18,"Semanal","B"
8871,180000,18,"Mensual","E"
8872,55000,12,"Semanal","F"
8873,125000,18,"Catorcenal","A"
8874,150000,12,"Semanal","A"
8875,240000,18,"Mensual","D"
8876,190000,18,"Mensual","D"
8877,170000,18,"Semanal","A"
8878,55000,12,"Mensual","D"
8879,235000,18,"Mensual","E"
8880,145000,18,"Semanal","D"
8881,110000,18,"Catorcenal","A"
8882,50000,18,"Mensual","D"
8883,245000,12,"Semanal","D"
8884,120000,6,"Mensual","D"
8885,165000,18,"Catorcenal","C"
8886,75000,12,"Semanal","C"
8887,170000,12,"Mensual","E"
8888,205000,18,"Mensual","E"
8889,250000,18,"Mensual","E"
8890,65000,18,"Mensual","E"
8891,50000,18,"Semanal","F"
8892,120000,18,"Mensual","D"
8893,50000,18,"Catorcenal","B"
8894,50000,18,"Mensual","B"
8895,80000,18,"Mensual","E"
8896,160000,12,"Mensual","E"
8897,1e+05,6,"Mensual","A"
8898,180000,6,"Mensual","C"
8899,215000,6,"Catorcenal","D"
8900,70000,18,"Mensual","D"
8901,140000,6,"Mensual","D"
8902,65000,18,"Mensual","E"
8903,50000,18,"Mensual","C"
8904,135000,18,"Semanal","C"
8905,125000,12,"Semanal","F"
8906,245000,12,"Mensual","C"
8907,115000,6,"Mensual","A"
8908,245000,6,"Mensual","E"
8909,70000,6,"Mensual","D"
8910,140000,18,"Semanal","B"
8911,225000,18,"Mensual","D"
8912,205000,18,"Mensual","C"
8913,135000,12,"Mensual","C"
8914,155000,18,"Mensual","D"
8915,150000,6,"Mensual","D"
8916,125000,6,"Mensual","B"
8917,110000,18,"Semanal","E"
8918,135000,12,"Catorcenal","F"
8919,50000,18,"Mensual","C"
8920,65000,12,"Semanal","E"
8921,190000,6,"Mensual","E"
8922,180000,12,"Mensual","E"
8923,225000,12,"Mensual","C"
8924,2e+05,18,"Mensual","F"
8925,180000,18,"Mensual","B"
8926,55000,18,"Mensual","C"
8927,55000,12,"Mensual","E"
8928,245000,18,"Mensual","D"
8929,1e+05,18,"Mensual","E"
8930,50000,12,"Mensual","C"
8931,250000,18,"Mensual","E"
8932,180000,12,"Mensual","F"
8933,105000,6,"Mensual","F"
8934,2e+05,12,"Mensual","E"
8935,80000,12,"Mensual","F"
8936,140000,6,"Semanal","E"
8937,125000,12,"Mensual","F"
8938,245000,18,"Semanal","E"
8939,250000,18,"Semanal","C"
8940,130000,18,"Mensual","D"
8941,220000,18,"Mensual","F"
8942,165000,18,"Mensual","C"
8943,250000,18,"Mensual","E"
8944,50000,18,"Mensual","A"
8945,95000,18,"Mensual","E"
8946,95000,18,"Mensual","C"
8947,225000,18,"Mensual","C"
8948,250000,12,"Mensual","A"
8949,235000,12,"Mensual","F"
8950,250000,18,"Mensual","D"
8951,175000,18,"Catorcenal","A"
8952,250000,18,"Catorcenal","D"
8953,95000,18,"Mensual","F"
8954,145000,18,"Mensual","E"
8955,240000,6,"Mensual","F"
8956,75000,18,"Mensual","E"
8957,150000,12,"Semanal","E"
8958,75000,18,"Mensual","D"
8959,2e+05,18,"Mensual","A"
8960,150000,18,"Mensual","B"
8961,230000,18,"Mensual","D"
8962,195000,18,"Mensual","D"
8963,120000,18,"Mensual","F"
8964,130000,6,"Mensual","F"
8965,165000,18,"Mensual","F"
8966,125000,18,"Semanal","E"
8967,135000,6,"Mensual","D"
8968,120000,18,"Mensual","C"
8969,250000,6,"Mensual","F"
8970,80000,18,"Catorcenal","E"
8971,225000,12,"Mensual","E"
8972,250000,18,"Mensual","F"
8973,50000,18,"Mensual","E"
8974,2e+05,18,"Mensual","D"
8975,175000,18,"Catorcenal","E"
8976,50000,18,"Semanal","E"
8977,110000,18,"Mensual","E"
8978,250000,6,"Catorcenal","D"
8979,1e+05,12,"Catorcenal","A"
8980,155000,18,"Mensual","D"
8981,225000,12,"Mensual","C"
8982,230000,12,"Mensual","A"
8983,225000,18,"Mensual","D"
8984,125000,12,"Mensual","D"
8985,1e+05,18,"Semanal","B"
8986,150000,12,"Semanal","F"
8987,180000,6,"Mensual","C"
8988,90000,12,"Mensual","D"
8989,65000,18,"Semanal","D"
8990,55000,18,"Mensual","F"
8991,50000,18,"Mensual","B"
8992,50000,18,"Mensual","E"
8993,185000,18,"Catorcenal","C"
8994,115000,18,"Semanal","B"
8995,250000,12,"Mensual","B"
8996,80000,12,"Mensual","B"
8997,250000,18,"Mensual","E"
8998,205000,18,"Semanal","A"
8999,185000,18,"Catorcenal","E"
9000,220000,18,"Mensual","C"
9001,165000,18,"Mensual","D"
9002,215000,12,"Mensual","D"
9003,195000,18,"Catorcenal","F"
9004,190000,18,"Mensual","B"
9005,115000,6,"Mensual","D"
9006,195000,18,"Mensual","E"
9007,175000,6,"Mensual","A"
9008,250000,12,"Mensual","A"
9009,215000,18,"Mensual","E"
9010,1e+05,18,"Mensual","D"
9011,1e+05,6,"Mensual","C"
9012,155000,12,"Semanal","A"
9013,180000,6,"Mensual","F"
9014,250000,6,"Mensual","E"
9015,160000,18,"Mensual","C"
9016,170000,18,"Mensual","E"
9017,240000,12,"Mensual","B"
9018,120000,18,"Mensual","A"
9019,210000,18,"Catorcenal","E"
9020,170000,18,"Catorcenal","D"
9021,125000,18,"Semanal","E"
9022,235000,12,"Catorcenal","D"
9023,175000,12,"Catorcenal","C"
9024,250000,18,"Mensual","F"
9025,150000,12,"Mensual","C"
9026,220000,6,"Mensual","B"
9027,230000,18,"Semanal","D"
9028,195000,18,"Semanal","E"
9029,135000,18,"Mensual","F"
9030,2e+05,18,"Catorcenal","F"
9031,195000,12,"Mensual","B"
9032,250000,12,"Catorcenal","E"
9033,95000,18,"Catorcenal","F"
9034,160000,6,"Mensual","F"
9035,110000,18,"Mensual","D"
9036,250000,6,"Mensual","B"
9037,120000,18,"Semanal","D"
9038,190000,12,"Mensual","F"
9039,250000,18,"Semanal","D"
9040,240000,12,"Mensual","C"
9041,245000,18,"Semanal","D"
9042,250000,12,"Mensual","E"
9043,250000,6,"Mensual","D"
9044,250000,12,"Semanal","A"
9045,140000,18,"Semanal","F"
9046,250000,12,"Catorcenal","E"
9047,80000,18,"Mensual","F"
9048,150000,6,"Mensual","F"
9049,130000,18,"Catorcenal","F"
9050,215000,12,"Mensual","E"
9051,95000,12,"Catorcenal","A"
9052,145000,6,"Mensual","D"
9053,75000,18,"Mensual","E"
9054,145000,18,"Mensual","C"
9055,80000,18,"Mensual","D"
9056,250000,18,"Mensual","D"
9057,140000,18,"Semanal","A"
9058,80000,18,"Mensual","D"
9059,60000,12,"Mensual","D"
9060,120000,6,"Catorcenal","E"
9061,250000,18,"Mensual","E"
9062,250000,18,"Mensual","E"
9063,50000,18,"Mensual","D"
9064,90000,18,"Mensual","E"
9065,155000,18,"Mensual","C"
9066,60000,18,"Mensual","D"
9067,135000,12,"Mensual","E"
9068,75000,18,"Mensual","A"
9069,155000,18,"Mensual","D"
9070,75000,18,"Mensual","F"
9071,150000,18,"Mensual","F"
9072,225000,12,"Semanal","D"
9073,205000,18,"Mensual","A"
9074,70000,18,"Mensual","D"
9075,85000,6,"Mensual","E"
9076,80000,18,"Catorcenal","A"
9077,1e+05,18,"Semanal","D"
9078,240000,18,"Mensual","E"
9079,250000,6,"Catorcenal","F"
9080,220000,18,"Catorcenal","C"
9081,75000,18,"Catorcenal","E"
9082,165000,12,"Mensual","E"
9083,175000,6,"Mensual","A"
9084,130000,6,"Mensual","F"
9085,140000,12,"Mensual","A"
9086,205000,18,"Mensual","D"
9087,155000,18,"Mensual","F"
9088,145000,18,"Catorcenal","D"
9089,250000,18,"Catorcenal","E"
9090,155000,18,"Mensual","D"
9091,95000,6,"Mensual","D"
9092,95000,18,"Mensual","D"
9093,2e+05,6,"Mensual","E"
9094,90000,12,"Mensual","D"
9095,180000,12,"Catorcenal","D"
9096,95000,18,"Mensual","E"
9097,250000,6,"Semanal","D"
9098,190000,18,"Catorcenal","D"
9099,250000,18,"Semanal","A"
9100,120000,12,"Semanal","F"
9101,90000,6,"Mensual","A"
9102,250000,18,"Mensual","D"
9103,250000,18,"Catorcenal","D"
9104,2e+05,18,"Mensual","D"
9105,75000,18,"Mensual","E"
9106,155000,12,"Mensual","C"
9107,155000,18,"Mensual","E"
9108,155000,12,"Mensual","F"
9109,90000,18,"Mensual","E"
9110,50000,18,"Mensual","D"
9111,175000,18,"Mensual","F"
9112,55000,18,"Semanal","E"
9113,110000,18,"Mensual","D"
9114,250000,6,"Semanal","A"
9115,250000,18,"Mensual","E"
9116,110000,18,"Mensual","D"
9117,150000,18,"Catorcenal","F"
9118,55000,18,"Mensual","E"
9119,65000,18,"Mensual","D"
9120,50000,18,"Catorcenal","E"
9121,190000,18,"Mensual","D"
9122,50000,18,"Mensual","D"
9123,55000,18,"Mensual","A"
9124,235000,6,"Mensual","B"
9125,95000,12,"Mensual","F"
9126,50000,18,"Semanal","E"
9127,125000,12,"Mensual","E"
9128,210000,18,"Mensual","D"
9129,90000,18,"Mensual","E"
9130,125000,6,"Catorcenal","E"
9131,175000,18,"Mensual","C"
9132,225000,12,"Mensual","B"
9133,65000,12,"Catorcenal","A"
9134,230000,12,"Mensual","D"
9135,175000,6,"Catorcenal","D"
9136,240000,18,"Mensual","E"
9137,60000,6,"Mensual","F"
9138,225000,18,"Semanal","F"
9139,50000,12,"Catorcenal","D"
9140,250000,6,"Mensual","E"
9141,85000,6,"Mensual","D"
9142,50000,18,"Mensual","D"
9143,250000,18,"Mensual","E"
9144,120000,12,"Semanal","E"
9145,175000,18,"Mensual","C"
9146,80000,18,"Semanal","E"
9147,185000,6,"Mensual","B"
9148,105000,6,"Catorcenal","E"
9149,250000,12,"Mensual","C"
9150,175000,18,"Mensual","E"
9151,205000,6,"Mensual","B"
9152,125000,18,"Mensual","C"
9153,90000,18,"Mensual","A"
9154,150000,18,"Mensual","E"
9155,115000,6,"Mensual","A"
9156,50000,18,"Semanal","A"
9157,250000,18,"Mensual","D"
9158,165000,12,"Mensual","C"
9159,165000,18,"Mensual","D"
9160,235000,12,"Mensual","D"
9161,235000,6,"Mensual","D"
9162,250000,12,"Mensual","E"
9163,175000,6,"Catorcenal","C"
9164,175000,18,"Mensual","F"
9165,250000,12,"Mensual","F"
9166,225000,6,"Mensual","E"
9167,50000,18,"Mensual","D"
9168,205000,12,"Mensual","E"
9169,120000,18,"Mensual","A"
9170,250000,18,"Mensual","D"
9171,165000,18,"Mensual","E"
9172,125000,12,"Mensual","F"
9173,145000,18,"Mensual","B"
9174,230000,18,"Mensual","E"
9175,220000,12,"Mensual","E"
9176,130000,18,"Mensual","E"
9177,250000,6,"Mensual","F"
9178,85000,6,"Mensual","E"
9179,195000,6,"Semanal","F"
9180,240000,12,"Mensual","F"
9181,165000,18,"Mensual","F"
9182,135000,6,"Mensual","B"
9183,170000,12,"Mensual","E"
9184,170000,18,"Mensual","F"
9185,150000,18,"Semanal","C"
9186,170000,18,"Mensual","C"
9187,110000,12,"Catorcenal","C"
9188,1e+05,18,"Mensual","C"
9189,65000,18,"Catorcenal","C"
9190,125000,18,"Mensual","C"
9191,225000,18,"Catorcenal","D"
9192,220000,18,"Catorcenal","B"
9193,185000,18,"Mensual","D"
9194,175000,18,"Catorcenal","F"
9195,185000,18,"Semanal","A"
9196,50000,18,"Mensual","B"
9197,2e+05,18,"Mensual","D"
9198,85000,18,"Mensual","C"
9199,130000,12,"Mensual","F"
9200,160000,18,"Mensual","E"
9201,50000,6,"Mensual","D"
9202,160000,18,"Catorcenal","E"
9203,50000,18,"Mensual","F"
9204,50000,18,"Semanal","D"
9205,110000,6,"Mensual","A"
9206,135000,18,"Mensual","D"
9207,245000,18,"Mensual","F"
9208,225000,12,"Mensual","E"
9209,215000,18,"Mensual","D"
9210,220000,6,"Mensual","F"
9211,155000,18,"Mensual","C"
9212,50000,12,"Catorcenal","D"
9213,220000,6,"Mensual","E"
9214,250000,6,"Mensual","D"
9215,230000,6,"Catorcenal","D"
9216,125000,18,"Mensual","B"
9217,170000,18,"Mensual","A"
9218,130000,18,"Mensual","E"
9219,55000,6,"Mensual","F"
9220,250000,12,"Catorcenal","F"
9221,55000,18,"Mensual","B"
9222,235000,12,"Semanal","E"
9223,155000,12,"Mensual","C"
9224,175000,18,"Mensual","C"
9225,175000,18,"Catorcenal","C"
9226,140000,18,"Mensual","E"
9227,105000,18,"Semanal","B"
9228,50000,6,"Semanal","A"
9229,80000,18,"Catorcenal","C"
9230,250000,18,"Semanal","F"
9231,250000,18,"Mensual","B"
9232,150000,18,"Mensual","C"
9233,250000,18,"Catorcenal","E"
9234,250000,6,"Mensual","E"
9235,160000,6,"Mensual","E"
9236,195000,18,"Catorcenal","E"
9237,90000,18,"Mensual","B"
9238,120000,18,"Mensual","D"
9239,190000,18,"Catorcenal","B"
9240,250000,18,"Mensual","B"
9241,140000,12,"Mensual","E"
9242,135000,12,"Mensual","C"
9243,105000,18,"Mensual","C"
9244,250000,12,"Mensual","E"
9245,185000,6,"Semanal","E"
9246,135000,18,"Mensual","B"
9247,240000,18,"Mensual","F"
9248,135000,18,"Catorcenal","C"
9249,160000,6,"Catorcenal","A"
9250,135000,18,"Mensual","D"
9251,150000,18,"Mensual","F"
9252,215000,18,"Mensual","C"
9253,145000,18,"Mensual","C"
9254,85000,18,"Semanal","D"
9255,120000,12,"Mensual","E"
9256,1e+05,18,"Mensual","E"
9257,1e+05,6,"Catorcenal","D"
9258,125000,18,"Mensual","D"
9259,130000,18,"Mensual","B"
9260,140000,18,"Mensual","E"
9261,50000,12,"Mensual","E"
9262,170000,18,"Mensual","A"
9263,225000,18,"Catorcenal","E"
9264,50000,6,"Mensual","F"
9265,250000,18,"Catorcenal","E"
9266,245000,18,"Mensual","F"
9267,250000,12,"Semanal","D"
9268,150000,12,"Mensual","F"
9269,195000,18,"Mensual","A"
9270,250000,18,"Mensual","E"
9271,120000,18,"Semanal","F"
9272,85000,12,"Semanal","D"
9273,2e+05,12,"Mensual","F"
9274,65000,18,"Mensual","C"
9275,210000,18,"Mensual","C"
9276,240000,12,"Mensual","A"
9277,155000,18,"Mensual","A"
9278,120000,18,"Mensual","F"
9279,145000,6,"Mensual","A"
9280,240000,6,"Mensual","E"
9281,155000,18,"Mensual","D"
9282,155000,6,"Mensual","E"
9283,185000,12,"Mensual","E"
9284,220000,6,"Mensual","F"
9285,175000,18,"Mensual","C"
9286,155000,18,"Mensual","A"
9287,185000,18,"Semanal","F"
9288,165000,18,"Mensual","F"
9289,105000,12,"Mensual","B"
9290,75000,18,"Mensual","F"
9291,60000,18,"Mensual","E"
9292,50000,6,"Semanal","D"
9293,155000,12,"Mensual","F"
9294,180000,12,"Catorcenal","C"
9295,235000,18,"Mensual","E"
9296,240000,12,"Semanal","D"
9297,110000,6,"Mensual","E"
9298,85000,6,"Mensual","C"
9299,185000,6,"Catorcenal","E"
9300,175000,12,"Mensual","C"
9301,60000,6,"Mensual","D"
9302,250000,18,"Mensual","F"
9303,250000,6,"Mensual","D"
9304,170000,6,"Mensual","D"
9305,50000,18,"Catorcenal","D"
9306,210000,18,"Mensual","E"
9307,50000,18,"Semanal","F"
9308,95000,6,"Mensual","B"
9309,105000,18,"Mensual","F"
9310,180000,12,"Mensual","C"
9311,190000,6,"Mensual","E"
9312,175000,18,"Mensual","D"
9313,150000,18,"Mensual","F"
9314,130000,6,"Mensual","C"
9315,50000,12,"Mensual","E"
9316,250000,18,"Semanal","D"
9317,230000,12,"Mensual","D"
9318,185000,18,"Mensual","C"
9319,220000,18,"Mensual","B"
9320,245000,12,"Mensual","E"
9321,50000,18,"Mensual","F"
9322,115000,12,"Catorcenal","E"
9323,135000,18,"Semanal","A"
9324,125000,18,"Mensual","D"
9325,250000,18,"Mensual","E"
9326,175000,18,"Mensual","E"
9327,50000,18,"Mensual","C"
9328,85000,6,"Mensual","F"
9329,50000,18,"Mensual","C"
9330,125000,18,"Mensual","F"
9331,50000,18,"Mensual","B"
9332,220000,12,"Semanal","C"
9333,245000,12,"Mensual","D"
9334,185000,12,"Semanal","E"
9335,115000,12,"Catorcenal","E"
9336,250000,6,"Mensual","B"
9337,150000,18,"Mensual","D"
9338,50000,18,"Mensual","E"
9339,125000,18,"Semanal","F"
9340,1e+05,18,"Mensual","D"
9341,210000,18,"Mensual","E"
9342,245000,18,"Catorcenal","D"
9343,250000,12,"Mensual","B"
9344,65000,18,"Mensual","C"
9345,60000,6,"Mensual","A"
9346,190000,18,"Mensual","B"
9347,90000,12,"Mensual","E"
9348,220000,18,"Catorcenal","D"
9349,110000,12,"Mensual","D"
9350,75000,12,"Mensual","D"
9351,145000,12,"Mensual","D"
9352,50000,18,"Semanal","E"
9353,105000,12,"Mensual","E"
9354,175000,12,"Semanal","B"
9355,125000,18,"Mensual","F"
9356,155000,6,"Catorcenal","F"
9357,190000,18,"Mensual","A"
9358,95000,18,"Mensual","C"
9359,2e+05,18,"Mensual","A"
9360,250000,18,"Mensual","D"
9361,185000,6,"Semanal","F"
9362,70000,6,"Semanal","C"
9363,210000,18,"Mensual","D"
9364,235000,18,"Mensual","C"
9365,195000,6,"Mensual","F"
9366,95000,12,"Catorcenal","D"
9367,220000,18,"Mensual","E"
9368,115000,18,"Mensual","E"
9369,75000,18,"Mensual","F"
9370,50000,12,"Catorcenal","E"
9371,125000,18,"Mensual","E"
9372,210000,18,"Mensual","D"
9373,2e+05,12,"Mensual","A"
9374,135000,18,"Mensual","D"
9375,150000,18,"Catorcenal","F"
9376,250000,12,"Mensual","D"
9377,250000,12,"Mensual","E"
9378,225000,18,"Mensual","E"
9379,230000,18,"Semanal","F"
9380,155000,12,"Mensual","A"
9381,2e+05,12,"Mensual","C"
9382,55000,12,"Mensual","F"
9383,185000,6,"Mensual","E"
9384,70000,18,"Catorcenal","F"
9385,235000,12,"Mensual","D"
9386,250000,18,"Mensual","F"
9387,225000,18,"Catorcenal","E"
9388,70000,18,"Semanal","D"
9389,250000,6,"Mensual","B"
9390,250000,18,"Catorcenal","F"
9391,250000,12,"Mensual","F"
9392,190000,18,"Mensual","D"
9393,190000,18,"Mensual","E"
9394,115000,18,"Mensual","F"
9395,185000,18,"Semanal","E"
9396,105000,18,"Mensual","E"
9397,50000,18,"Mensual","D"
9398,250000,18,"Mensual","C"
9399,115000,12,"Mensual","D"
9400,70000,18,"Mensual","F"
9401,190000,6,"Catorcenal","D"
9402,220000,18,"Semanal","C"
9403,210000,18,"Mensual","C"
9404,155000,12,"Semanal","E"
9405,90000,18,"Mensual","D"
9406,205000,18,"Semanal","B"
9407,145000,6,"Mensual","E"
9408,225000,12,"Mensual","B"
9409,225000,18,"Catorcenal","F"
9410,90000,12,"Mensual","C"
9411,140000,6,"Catorcenal","E"
9412,2e+05,18,"Mensual","E"
9413,220000,12,"Mensual","F"
9414,170000,18,"Mensual","C"
9415,110000,18,"Mensual","F"
9416,55000,18,"Catorcenal","F"
9417,250000,18,"Mensual","E"
9418,170000,6,"Mensual","E"
9419,145000,12,"Catorcenal","E"
9420,130000,18,"Mensual","D"
9421,150000,18,"Catorcenal","C"
9422,80000,6,"Catorcenal","A"
9423,140000,12,"Mensual","C"
9424,90000,18,"Mensual","E"
9425,105000,18,"Mensual","D"
9426,180000,12,"Mensual","C"
9427,245000,12,"Mensual","C"
9428,160000,12,"Mensual","B"
9429,250000,6,"Mensual","D"
9430,105000,18,"Mensual","F"
9431,60000,18,"Catorcenal","E"
9432,65000,18,"Mensual","C"
9433,250000,12,"Mensual","D"
9434,250000,18,"Mensual","A"
9435,60000,12,"Mensual","D"
9436,155000,18,"Mensual","D"
9437,115000,18,"Mensual","F"
9438,120000,18,"Mensual","E"
9439,50000,18,"Mensual","A"
9440,125000,18,"Mensual","F"
9441,250000,6,"Mensual","D"
9442,155000,18,"Mensual","E"
9443,95000,18,"Mensual","C"
9444,70000,18,"Catorcenal","F"
9445,150000,6,"Mensual","E"
9446,125000,18,"Catorcenal","D"
9447,115000,12,"Mensual","B"
9448,135000,18,"Mensual","D"
9449,85000,18,"Semanal","F"
9450,235000,12,"Semanal","E"
9451,235000,18,"Catorcenal","E"
9452,210000,12,"Mensual","D"
9453,125000,12,"Mensual","F"
9454,250000,18,"Semanal","E"
9455,90000,6,"Mensual","E"
9456,95000,18,"Mensual","F"
9457,245000,18,"Mensual","C"
9458,175000,18,"Mensual","E"
9459,170000,18,"Mensual","D"
9460,190000,6,"Mensual","A"
9461,170000,18,"Mensual","F"
9462,240000,18,"Mensual","F"
9463,90000,12,"Mensual","F"
9464,95000,12,"Mensual","E"
9465,250000,6,"Semanal","C"
9466,195000,12,"Mensual","D"
9467,190000,18,"Catorcenal","E"
9468,50000,18,"Mensual","E"
9469,50000,12,"Catorcenal","E"
9470,190000,6,"Mensual","F"
9471,140000,6,"Mensual","E"
9472,210000,12,"Catorcenal","D"
9473,85000,18,"Semanal","D"
9474,85000,12,"Semanal","C"
9475,155000,18,"Mensual","D"
9476,120000,18,"Mensual","E"
9477,245000,6,"Mensual","E"
9478,175000,12,"Mensual","E"
9479,195000,6,"Semanal","D"
9480,65000,12,"Mensual","D"
9481,105000,18,"Mensual","E"
9482,205000,18,"Mensual","F"
9483,185000,6,"Mensual","D"
9484,220000,6,"Mensual","B"
9485,120000,6,"Mensual","E"
9486,145000,18,"Catorcenal","F"
9487,180000,12,"Mensual","C"
9488,195000,18,"Catorcenal","D"
9489,170000,6,"Semanal","B"
9490,110000,18,"Mensual","C"
9491,75000,18,"Mensual","F"
9492,205000,18,"Mensual","D"
9493,250000,18,"Mensual","D"
9494,180000,18,"Mensual","C"
9495,110000,12,"Catorcenal","A"
9496,205000,18,"Mensual","F"
9497,210000,18,"Mensual","D"
9498,95000,18,"Mensual","C"
9499,1e+05,18,"Mensual","F"
9500,95000,6,"Semanal","E"
9501,215000,18,"Mensual","E"
9502,205000,18,"Mensual","D"
9503,240000,12,"Mensual","D"
9504,165000,18,"Catorcenal","E"
9505,50000,18,"Semanal","E"
9506,250000,6,"Mensual","E"
9507,85000,6,"Catorcenal","B"
9508,155000,18,"Catorcenal","E"
9509,220000,6,"Catorcenal","E"
9510,220000,18,"Mensual","C"
9511,95000,18,"Mensual","C"
9512,50000,18,"Mensual","E"
9513,120000,6,"Mensual","F"
9514,90000,18,"Mensual","D"
9515,250000,12,"Mensual","D"
9516,1e+05,6,"Mensual","E"
9517,125000,18,"Mensual","D"
9518,145000,12,"Mensual","E"
9519,185000,18,"Catorcenal","E"
9520,145000,18,"Mensual","F"
9521,50000,12,"Mensual","E"
9522,155000,18,"Semanal","E"
9523,75000,6,"Mensual","A"
9524,90000,6,"Mensual","E"
9525,2e+05,12,"Semanal","E"
9526,150000,18,"Mensual","F"
9527,65000,18,"Mensual","B"
9528,90000,18,"Catorcenal","D"
9529,155000,12,"Catorcenal","A"
9530,70000,12,"Mensual","C"
9531,50000,18,"Mensual","C"
9532,120000,18,"Semanal","E"
9533,185000,12,"Mensual","E"
9534,250000,18,"Mensual","B"
9535,180000,18,"Mensual","E"
9536,250000,18,"Catorcenal","E"
9537,50000,18,"Semanal","C"
9538,85000,12,"Mensual","D"
9539,140000,18,"Mensual","E"
9540,2e+05,18,"Semanal","D"
9541,50000,12,"Mensual","A"
9542,80000,12,"Semanal","B"
9543,130000,6,"Mensual","C"
9544,1e+05,12,"Mensual","A"
9545,240000,18,"Catorcenal","C"
9546,105000,6,"Catorcenal","A"
9547,90000,18,"Mensual","B"
9548,125000,18,"Mensual","C"
9549,85000,18,"Mensual","E"
9550,110000,18,"Mensual","C"
9551,235000,18,"Catorcenal","B"
9552,250000,18,"Mensual","D"
9553,95000,18,"Mensual","C"
9554,215000,18,"Semanal","A"
9555,180000,12,"Semanal","A"
9556,125000,18,"Semanal","E"
9557,75000,6,"Semanal","D"
9558,2e+05,18,"Mensual","D"
9559,170000,18,"Mensual","E"
9560,50000,18,"Mensual","E"
9561,55000,12,"Mensual","A"
9562,175000,18,"Mensual","D"
9563,1e+05,18,"Mensual","E"
9564,80000,12,"Mensual","E"
9565,50000,12,"Mensual","D"
9566,165000,18,"Mensual","E"
9567,245000,18,"Semanal","D"
9568,195000,18,"Mensual","D"
9569,225000,12,"Semanal","D"
9570,75000,12,"Semanal","D"
9571,250000,12,"Mensual","E"
9572,180000,18,"Mensual","D"
9573,110000,18,"Catorcenal","C"
9574,250000,12,"Mensual","D"
9575,170000,6,"Mensual","D"
9576,125000,18,"Mensual","D"
9577,245000,12,"Semanal","C"
9578,215000,12,"Mensual","B"
9579,120000,18,"Mensual","D"
9580,230000,18,"Mensual","E"
9581,2e+05,6,"Mensual","E"
9582,135000,12,"Mensual","E"
9583,180000,18,"Mensual","E"
9584,215000,12,"Mensual","B"
9585,115000,18,"Mensual","F"
9586,120000,18,"Mensual","A"
9587,120000,18,"Semanal","E"
9588,225000,18,"Semanal","E"
9589,2e+05,6,"Mensual","D"
9590,195000,18,"Mensual","F"
9591,2e+05,18,"Mensual","E"
9592,220000,12,"Catorcenal","B"
9593,50000,18,"Semanal","D"
9594,250000,18,"Mensual","D"
9595,180000,18,"Mensual","F"
9596,235000,12,"Mensual","B"
9597,215000,18,"Mensual","B"
